[Pathway Id]	[Pathway]	[Genes]	[Pathway Source]	
PWY-5105	hesperitin glycoside biosynthesis	CNAG_00231 | CNAG_00259 | CNAG_00409 | CNAG_00434 | CNAG_00690 | CNAG_00750 | CNAG_00874 | CNAG_01050 | CNAG_01104 | CNAG_01385 | CNAG_01416 | CNAG_01546 | CNAG_02185 | CNAG_02317 | CNAG_02335 | CNAG_02383 | CNAG_02583 | CNAG_02715 | CNAG_02782 | CNAG_02784 | CNAG_02829 | CNAG_02871 | CNAG_02892 | CNAG_02907 | CNAG_03068 | CNAG_03113 | CNAG_03158 | CNAG_03648 | CNAG_03724 | CNAG_03762 | CNAG_03776 | CNAG_03832 | CNAG_03855 | CNAG_03863 | CNAG_03890 | CNAG_03994 | CNAG_04000 | CNAG_04031 | CNAG_04035 | CNAG_04188 | CNAG_04195 | CNAG_04320 | CNAG_04447 | CNAG_04487 | CNAG_04571 | CNAG_04770 | CNAG_04777 | CNAG_04905 | CNAG_05148 | CNAG_05202 | CNAG_05217 | CNAG_05672 | CNAG_05881 | CNAG_06022 | CNAG_06501 | CNAG_06520 | CNAG_06566 | CNAG_06570 | CNAG_06891 | CNAG_06918 | CNAG_06919 | CNAG_07527	MetaCyc	
PWY-5107	phytol salvage pathway	CNAG_02161	MetaCyc	
PWY-5108	L-isoleucine biosynthesis V	CNAG_05029 | CNAG_06010 | CNAG_06018 | CNAG_06370	MetaCyc	
PWY-5109	2-methylbutanoate biosynthesis	CNAG_00524 | CNAG_02918 | CNAG_04531	MetaCyc	
PWY-5113	UDP-D-apiose biosynthesis (from UDP-D-glucuronate)	CNAG_03854	MetaCyc	
PWY-5114	UDP-sugars interconversion	CNAG_00105 | CNAG_00141 | CNAG_00697 | CNAG_00831 | CNAG_00836 | CNAG_01097 | CNAG_01116 | CNAG_01257 | CNAG_01558 | CNAG_01615 | CNAG_01777 | CNAG_01794 | CNAG_01896 | CNAG_01914 | CNAG_01947 | CNAG_01952 | CNAG_01954 | CNAG_02181 | CNAG_02182 | CNAG_02473 | CNAG_02478 | CNAG_02553 | CNAG_02717 | CNAG_03011 | CNAG_03096 | CNAG_03322 | CNAG_03400 | CNAG_03532 | CNAG_03854 | CNAG_03983 | CNAG_04112 | CNAG_04209 | CNAG_04392 | CNAG_04657 | CNAG_04955 | CNAG_04969 | CNAG_05095 | CNAG_05534 | CNAG_05979 | CNAG_06027 | CNAG_06050 | CNAG_06764 | CNAG_07782 | CNAG_07801	MetaCyc	
PWY-5120	geranylgeranyl diphosphate biosynthesis	CNAG_07780	MetaCyc	
PWY-5121	superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	CNAG_00265 | CNAG_02084 | CNAG_05318 | CNAG_07780	MetaCyc	
PWY-5122	geranyl diphosphate biosynthesis	CNAG_02084	MetaCyc	
PWY-5123	<i>trans, trans</i>-farnesyl diphosphate biosynthesis	CNAG_00265 | CNAG_02084 | CNAG_05318	MetaCyc	
PWY-5129	sphingolipid biosynthesis (plants)	CNAG_00266 | CNAG_00289 | CNAG_00365 | CNAG_00484 | CNAG_00742 | CNAG_01050 | CNAG_01165 | CNAG_01247 | CNAG_01304 | CNAG_01385 | CNAG_01477 | CNAG_01489 | CNAG_01491 | CNAG_01656 | CNAG_02534 | CNAG_02542 | CNAG_02715 | CNAG_02871 | CNAG_02892 | CNAG_03113 | CNAG_03158 | CNAG_03216 | CNAG_03648 | CNAG_03769 | CNAG_03832 | CNAG_03855 | CNAG_04320 | CNAG_04355 | CNAG_04383 | CNAG_04927 | CNAG_05023 | CNAG_05148 | CNAG_05268 | CNAG_05480 | CNAG_05583 | CNAG_05851 | CNAG_05881 | CNAG_06379 | CNAG_06501 | CNAG_06553 | CNAG_06918 | CNAG_07377 | CNAG_07527 | CNAG_07570 | CNAG_07749 | CNAG_07937	MetaCyc	
PWY-5132	humulone biosynthesis	CNAG_04375 | CNAG_05149	MetaCyc	
PWY-5133	cohumulone biosynthesis	CNAG_04375 | CNAG_05149	MetaCyc	
PWY-5134	bitter acids biosynthesis	CNAG_04375 | CNAG_05149	MetaCyc	
PWY-5135	xanthohumol biosynthesis	CNAG_00231 | CNAG_00259 | CNAG_00409 | CNAG_00434 | CNAG_00690 | CNAG_00750 | CNAG_00874 | CNAG_01104 | CNAG_01416 | CNAG_01546 | CNAG_02185 | CNAG_02317 | CNAG_02335 | CNAG_02383 | CNAG_02583 | CNAG_02782 | CNAG_02784 | CNAG_02829 | CNAG_02907 | CNAG_03068 | CNAG_03724 | CNAG_03762 | CNAG_03776 | CNAG_03863 | CNAG_03890 | CNAG_03994 | CNAG_04000 | CNAG_04031 | CNAG_04035 | CNAG_04188 | CNAG_04195 | CNAG_04375 | CNAG_04447 | CNAG_04487 | CNAG_04571 | CNAG_04770 | CNAG_04777 | CNAG_04905 | CNAG_05149 | CNAG_05202 | CNAG_05217 | CNAG_05672 | CNAG_06022 | CNAG_06520 | CNAG_06566 | CNAG_06570 | CNAG_06891 | CNAG_06919	MetaCyc	
PWY-5136	fatty acid &beta;-oxidation II (peroxisome)	CNAG_00490 | CNAG_03019 | CNAG_03134 | CNAG_04308 | CNAG_04485 | CNAG_04531 | CNAG_04553 | CNAG_05378 | CNAG_07747	MetaCyc	
PWY-5138	unsaturated, even numbered fatty acid &beta;-oxidation	CNAG_04238 | CNAG_04531 | CNAG_05721	MetaCyc	
PWY-5139	pelargonidin conjugates biosynthesis	CNAG_00289 | CNAG_00365 | CNAG_00484 | CNAG_01050 | CNAG_01247 | CNAG_01385 | CNAG_01489 | CNAG_01656 | CNAG_02715 | CNAG_02871 | CNAG_02892 | CNAG_03113 | CNAG_03158 | CNAG_03648 | CNAG_03832 | CNAG_03855 | CNAG_04320 | CNAG_04355 | CNAG_04383 | CNAG_05023 | CNAG_05148 | CNAG_05268 | CNAG_05851 | CNAG_05881 | CNAG_06379 | CNAG_06501 | CNAG_06918 | CNAG_07527 | CNAG_07570 | CNAG_07937	MetaCyc	
PWY-5140	cannabinoid biosynthesis	CNAG_00519 | CNAG_01836 | CNAG_02449 | CNAG_06433	MetaCyc	
PWY-5143	long-chain fatty acid activation	CNAG_03019 | CNAG_04485	MetaCyc	
PWY-5147	oleate biosynthesis I (plants)	CNAG_03019 | CNAG_04485	MetaCyc	
PWY-5151	L-tyrosine degradation II	CNAG_03808 | CNAG_03828 | CNAG_05676 | CNAG_05820 | CNAG_06555	MetaCyc	
PWY-5152	leucodelphinidin biosynthesis	CNAG_00863 | CNAG_00993 | CNAG_02475 | CNAG_02996 | CNAG_03340 | CNAG_04264 | CNAG_04561 | CNAG_07389	MetaCyc	
PWY-5153	anthocyanin biosynthesis (delphinidin 3-O-glucoside)	CNAG_00413 | CNAG_00968 | CNAG_01902 | CNAG_02979 | CNAG_03389 | CNAG_05622 | CNAG_06797 | CNAG_06876 | CNAG_07411 | CNAG_07748	MetaCyc	
PWY-5154	L-arginine biosynthesis III (via <i>N</i>-acetyl-L-citrulline)	CNAG_00622 | CNAG_00930 | CNAG_00976 | CNAG_02825 | CNAG_02826 | CNAG_05134 | CNAG_05753 | CNAG_06112 | CNAG_07373	MetaCyc	
PWY-5156	superpathway of fatty acid biosynthesis II (plant)	CNAG_00126 | CNAG_02099 | CNAG_02100 | CNAG_02752 | CNAG_03019 | CNAG_04097 | CNAG_04228 | CNAG_04242 | CNAG_04485 | CNAG_04926 | CNAG_05644 | CNAG_05759	MetaCyc	
PWY-5160	rose anthocyanin biosynthesis I (via cyanidin 5-<i>O</i>-&beta;-<i>D</i>-glucoside)	CNAG_01050 | CNAG_01385 | CNAG_02715 | CNAG_02871 | CNAG_02892 | CNAG_03113 | CNAG_03158 | CNAG_03648 | CNAG_03832 | CNAG_03855 | CNAG_04320 | CNAG_05148 | CNAG_05881 | CNAG_06501 | CNAG_06918 | CNAG_07527	MetaCyc	
PWY-5161	6'-deoxychalcone metabolism	CNAG_00863 | CNAG_00993 | CNAG_01050 | CNAG_01385 | CNAG_02475 | CNAG_02715 | CNAG_02871 | CNAG_02892 | CNAG_02996 | CNAG_03113 | CNAG_03158 | CNAG_03648 | CNAG_03832 | CNAG_03855 | CNAG_04264 | CNAG_04320 | CNAG_04561 | CNAG_05148 | CNAG_05881 | CNAG_06501 | CNAG_06918 | CNAG_07389 | CNAG_07527	MetaCyc	
PWY-5168	ferulate and sinapate biosynthesis	CNAG_00863 | CNAG_00993 | CNAG_02475 | CNAG_02996 | CNAG_04264 | CNAG_04561 | CNAG_05029 | CNAG_06010 | CNAG_06018 | CNAG_07389	MetaCyc	
PWY-5172	acetyl-CoA biosynthesis III (from citrate)	CNAG_04640	MetaCyc	
PWY-5173	superpathway of acetyl-CoA biosynthesis	CNAG_01120 | CNAG_02736 | CNAG_04640 | CNAG_05059 | CNAG_07004 | CNAG_07660	MetaCyc	
PWY-5176	coumarin biosynthesis (via 2-coumarate)	CNAG_02588 | CNAG_04104 | CNAG_05369 | CNAG_06931 | CNAG_06936 | CNAG_06985 | CNAG_07600	MetaCyc	
PWY-5177	glutaryl-CoA degradation	CNAG_00524 | CNAG_02918 | CNAG_03134 | CNAG_04308 | CNAG_04553 | CNAG_05378	MetaCyc	
PWY-5180	toluene degradation I (aerobic) (<I>via</I> <i>o</I>-cresol)	CNAG_00863 | CNAG_00993 | CNAG_02475 | CNAG_02996 | CNAG_04264 | CNAG_04561 | CNAG_07389	MetaCyc	
PWY-5182	toluene degradation II (aerobic) (via 4-methylcatechol)	CNAG_00863 | CNAG_00993 | CNAG_02475 | CNAG_02996 | CNAG_04264 | CNAG_04561 | CNAG_07389	MetaCyc	
PWY-5183	superpathway of aerobic toluene degradation	CNAG_00863 | CNAG_00993 | CNAG_02475 | CNAG_02996 | CNAG_04264 | CNAG_04561 | CNAG_07389	MetaCyc	
PWY-5184	toluene degradation VI (anaerobic)	CNAG_00289 | CNAG_00365 | CNAG_00484 | CNAG_00524 | CNAG_01247 | CNAG_01489 | CNAG_01656 | CNAG_02918 | CNAG_03134 | CNAG_04308 | CNAG_04355 | CNAG_04383 | CNAG_04531 | CNAG_04553 | CNAG_05023 | CNAG_05268 | CNAG_05378 | CNAG_05851 | CNAG_06379 | CNAG_07570 | CNAG_07937	MetaCyc	
PWY-5188	tetrapyrrole biosynthesis I (from glutamate)	CNAG_00345 | CNAG_01721 | CNAG_01908 | CNAG_05978 | CNAG_07563	MetaCyc	
PWY-5189	tetrapyrrole biosynthesis II (from glycine)	CNAG_00236 | CNAG_00345 | CNAG_01721 | CNAG_01908 | CNAG_03939	MetaCyc	
PWY-5197	lactate biosynthesis (archaea)	CNAG_01070	MetaCyc	
PWY-5203	soybean saponin I biosynthesis	CNAG_00863 | CNAG_00993 | CNAG_02475 | CNAG_02996 | CNAG_04264 | CNAG_04561 | CNAG_07389	MetaCyc	
PWY-5209	methyl-coenzyme M oxidation to CO<sub>2</sub>	CNAG_00231 | CNAG_00259 | CNAG_00289 | CNAG_00365 | CNAG_00409 | CNAG_00434 | CNAG_00484 | CNAG_00613 | CNAG_00690 | CNAG_00750 | CNAG_00874 | CNAG_01104 | CNAG_01247 | CNAG_01416 | CNAG_01489 | CNAG_01546 | CNAG_01656 | CNAG_02185 | CNAG_02317 | CNAG_02335 | CNAG_02383 | CNAG_02583 | CNAG_02782 | CNAG_02784 | CNAG_02829 | CNAG_02907 | CNAG_03068 | CNAG_03724 | CNAG_03762 | CNAG_03776 | CNAG_03863 | CNAG_03890 | CNAG_03994 | CNAG_04000 | CNAG_04031 | CNAG_04035 | CNAG_04066 | CNAG_04188 | CNAG_04195 | CNAG_04355 | CNAG_04383 | CNAG_04447 | CNAG_04487 | CNAG_04571 | CNAG_04770 | CNAG_04777 | CNAG_04905 | CNAG_05023 | CNAG_05202 | CNAG_05217 | CNAG_05268 | CNAG_05672 | CNAG_05831 | CNAG_05851 | CNAG_05920 | CNAG_06009 | CNAG_06022 | CNAG_06379 | CNAG_06520 | CNAG_06566 | CNAG_06570 | CNAG_06891 | CNAG_06919 | CNAG_07570 | CNAG_07937	MetaCyc	
PWY-5257	superpathway of pentose and pentitol degradation	CNAG_00005 | CNAG_00105 | CNAG_00141 | CNAG_00331 | CNAG_00488 | CNAG_00836 | CNAG_01097 | CNAG_01116 | CNAG_01257 | CNAG_01512 | CNAG_01558 | CNAG_01615 | CNAG_01777 | CNAG_01794 | CNAG_01896 | CNAG_01914 | CNAG_01947 | CNAG_01952 | CNAG_01954 | CNAG_02012 | CNAG_02181 | CNAG_02182 | CNAG_02312 | CNAG_02473 | CNAG_02478 | CNAG_02553 | CNAG_02717 | CNAG_03011 | CNAG_03400 | CNAG_03560 | CNAG_03564 | CNAG_03697 | CNAG_03983 | CNAG_04112 | CNAG_04152 | CNAG_04209 | CNAG_04392 | CNAG_04410 | CNAG_04631 | CNAG_04657 | CNAG_04869 | CNAG_04955 | CNAG_05029 | CNAG_05095 | CNAG_05243 | CNAG_05534 | CNAG_05653 | CNAG_05677 | CNAG_05979 | CNAG_06010 | CNAG_06018 | CNAG_06027 | CNAG_06504 | CNAG_06764 | CNAG_06922 | CNAG_07544 | CNAG_07782 | CNAG_07801	MetaCyc	
PWY-5268	salvianin biosynthesis	CNAG_00289 | CNAG_00365 | CNAG_00484 | CNAG_01050 | CNAG_01247 | CNAG_01385 | CNAG_01489 | CNAG_01656 | CNAG_02715 | CNAG_02871 | CNAG_02892 | CNAG_03113 | CNAG_03158 | CNAG_03648 | CNAG_03832 | CNAG_03855 | CNAG_04320 | CNAG_04355 | CNAG_04383 | CNAG_05023 | CNAG_05148 | CNAG_05268 | CNAG_05851 | CNAG_05881 | CNAG_06379 | CNAG_06501 | CNAG_06918 | CNAG_07527 | CNAG_07570 | CNAG_07937	MetaCyc	
PWY-5269	cardiolipin biosynthesis II	CNAG_02844 | CNAG_02878 | CNAG_06120	MetaCyc	
PWY-5271	phaseic acid biosynthesis	CNAG_00105 | CNAG_00141 | CNAG_00836 | CNAG_01097 | CNAG_01116 | CNAG_01257 | CNAG_01558 | CNAG_01615 | CNAG_01777 | CNAG_01794 | CNAG_01896 | CNAG_01914 | CNAG_01947 | CNAG_01952 | CNAG_01954 | CNAG_02181 | CNAG_02182 | CNAG_02473 | CNAG_02478 | CNAG_02553 | CNAG_02717 | CNAG_03011 | CNAG_03400 | CNAG_03983 | CNAG_04112 | CNAG_04209 | CNAG_04392 | CNAG_04657 | CNAG_04955 | CNAG_05095 | CNAG_05534 | CNAG_05979 | CNAG_06027 | CNAG_06764 | CNAG_07782 | CNAG_07801	MetaCyc	
PWY-5278	sulfite oxidation III	CNAG_03987 | CNAG_04215	MetaCyc	
PWY-5280	L-lysine degradation IV	CNAG_05029 | CNAG_06010 | CNAG_06018	MetaCyc	
PWY-5283	L-lysine degradation V	CNAG_02532 | CNAG_03562 | CNAG_05115 | CNAG_05802	MetaCyc	
PWY-5284	shisonin biosynthesis	CNAG_00289 | CNAG_00365 | CNAG_00484 | CNAG_01050 | CNAG_01247 | CNAG_01385 | CNAG_01489 | CNAG_01656 | CNAG_02715 | CNAG_02871 | CNAG_02892 | CNAG_03113 | CNAG_03158 | CNAG_03648 | CNAG_03832 | CNAG_03855 | CNAG_04320 | CNAG_04355 | CNAG_04383 | CNAG_05023 | CNAG_05148 | CNAG_05268 | CNAG_05851 | CNAG_05881 | CNAG_06379 | CNAG_06501 | CNAG_06918 | CNAG_07527 | CNAG_07570 | CNAG_07937	MetaCyc	
PWY-5286	anthocyanidin sophoroside metabolism	CNAG_01050 | CNAG_01385 | CNAG_02715 | CNAG_02871 | CNAG_02892 | CNAG_03113 | CNAG_03158 | CNAG_03648 | CNAG_03832 | CNAG_03855 | CNAG_04320 | CNAG_05148 | CNAG_05881 | CNAG_06501 | CNAG_06918 | CNAG_07527	MetaCyc	
PWY-5287	sanguinarine and macarpine biosynthesis	CNAG_00231 | CNAG_00259 | CNAG_00409 | CNAG_00434 | CNAG_00690 | CNAG_00750 | CNAG_00863 | CNAG_00874 | CNAG_00993 | CNAG_01104 | CNAG_01416 | CNAG_01546 | CNAG_02185 | CNAG_02317 | CNAG_02335 | CNAG_02383 | CNAG_02475 | CNAG_02583 | CNAG_02782 | CNAG_02784 | CNAG_02829 | CNAG_02907 | CNAG_02996 | CNAG_03068 | CNAG_03724 | CNAG_03762 | CNAG_03776 | CNAG_03863 | CNAG_03890 | CNAG_03994 | CNAG_04000 | CNAG_04031 | CNAG_04035 | CNAG_04188 | CNAG_04195 | CNAG_04264 | CNAG_04447 | CNAG_04487 | CNAG_04561 | CNAG_04571 | CNAG_04770 | CNAG_04777 | CNAG_04905 | CNAG_05202 | CNAG_05217 | CNAG_05672 | CNAG_06022 | CNAG_06520 | CNAG_06566 | CNAG_06570 | CNAG_06891 | CNAG_06919 | CNAG_07389	MetaCyc	
PWY-5290	secologanin and strictosidine biosynthesis	CNAG_00231 | CNAG_00259 | CNAG_00409 | CNAG_00434 | CNAG_00690 | CNAG_00750 | CNAG_00863 | CNAG_00874 | CNAG_00966 | CNAG_00993 | CNAG_01104 | CNAG_01416 | CNAG_01546 | CNAG_02185 | CNAG_02317 | CNAG_02335 | CNAG_02383 | CNAG_02475 | CNAG_02583 | CNAG_02782 | CNAG_02784 | CNAG_02829 | CNAG_02907 | CNAG_02996 | CNAG_03068 | CNAG_03724 | CNAG_03762 | CNAG_03776 | CNAG_03863 | CNAG_03890 | CNAG_03994 | CNAG_04000 | CNAG_04031 | CNAG_04035 | CNAG_04188 | CNAG_04195 | CNAG_04264 | CNAG_04447 | CNAG_04487 | CNAG_04561 | CNAG_04571 | CNAG_04770 | CNAG_04777 | CNAG_04905 | CNAG_05202 | CNAG_05217 | CNAG_05672 | CNAG_06022 | CNAG_06520 | CNAG_06566 | CNAG_06570 | CNAG_06891 | CNAG_06919 | CNAG_07389	MetaCyc	
PWY-5301	ajmaline and sarpagine biosynthesis	CNAG_00231 | CNAG_00259 | CNAG_00409 | CNAG_00434 | CNAG_00690 | CNAG_00750 | CNAG_00874 | CNAG_01104 | CNAG_01416 | CNAG_01546 | CNAG_02185 | CNAG_02317 | CNAG_02335 | CNAG_02383 | CNAG_02583 | CNAG_02782 | CNAG_02784 | CNAG_02829 | CNAG_02907 | CNAG_03068 | CNAG_03724 | CNAG_03762 | CNAG_03776 | CNAG_03863 | CNAG_03890 | CNAG_03994 | CNAG_04000 | CNAG_04031 | CNAG_04035 | CNAG_04188 | CNAG_04195 | CNAG_04447 | CNAG_04487 | CNAG_04571 | CNAG_04770 | CNAG_04777 | CNAG_04905 | CNAG_05202 | CNAG_05217 | CNAG_05672 | CNAG_06022 | CNAG_06520 | CNAG_06566 | CNAG_06570 | CNAG_06891 | CNAG_06919	MetaCyc	
PWY-5303	thiosulfate oxidation II (via tetrathionate)	CNAG_06002	MetaCyc	
PWY-5304	superpathway of sulfur oxidation (<i>Acidianus ambivalens</i>)	CNAG_06002	MetaCyc	
PWY-5305	bixin biosynthesis	CNAG_00231 | CNAG_00259 | CNAG_00409 | CNAG_00434 | CNAG_00690 | CNAG_00750 | CNAG_00874 | CNAG_01104 | CNAG_01416 | CNAG_01546 | CNAG_02185 | CNAG_02317 | CNAG_02335 | CNAG_02383 | CNAG_02583 | CNAG_02782 | CNAG_02784 | CNAG_02829 | CNAG_02907 | CNAG_03068 | CNAG_03724 | CNAG_03762 | CNAG_03776 | CNAG_03863 | CNAG_03890 | CNAG_03994 | CNAG_04000 | CNAG_04031 | CNAG_04035 | CNAG_04188 | CNAG_04195 | CNAG_04447 | CNAG_04487 | CNAG_04571 | CNAG_04770 | CNAG_04777 | CNAG_04905 | CNAG_05029 | CNAG_05202 | CNAG_05217 | CNAG_05672 | CNAG_06010 | CNAG_06018 | CNAG_06022 | CNAG_06520 | CNAG_06566 | CNAG_06570 | CNAG_06891 | CNAG_06919	MetaCyc	
PWY-5306	superpathway of thiosulfate metabolism (<i>Desulfovibrio sulfodismutans</i>)	CNAG_03987 | CNAG_04215	MetaCyc	
PWY-5307	gentiodelphin biosynthesis	CNAG_00289 | CNAG_00365 | CNAG_00484 | CNAG_01247 | CNAG_01489 | CNAG_01656 | CNAG_04355 | CNAG_04383 | CNAG_05023 | CNAG_05268 | CNAG_05851 | CNAG_06379 | CNAG_07570 | CNAG_07937	MetaCyc	
PWY-5308	superpathway of sulfur metabolism (<i>Desulfocapsa sulfoexigens</i>)	CNAG_03987 | CNAG_04215	MetaCyc	
PWY-5310	superpathway of anthocyanin biosynthesis (from delphinidin 3-<i>O</i>-glucoside)	CNAG_00289 | CNAG_00365 | CNAG_00484 | CNAG_01050 | CNAG_01247 | CNAG_01385 | CNAG_01489 | CNAG_01656 | CNAG_02715 | CNAG_02871 | CNAG_02892 | CNAG_03113 | CNAG_03158 | CNAG_03648 | CNAG_03832 | CNAG_03855 | CNAG_04320 | CNAG_04355 | CNAG_04383 | CNAG_05023 | CNAG_05148 | CNAG_05268 | CNAG_05851 | CNAG_05881 | CNAG_06379 | CNAG_06501 | CNAG_06918 | CNAG_07527 | CNAG_07570 | CNAG_07937	MetaCyc	
PWY-5312	superpathway of anthocyanin biosynthesis (from pelargonidin 3-O-glucoside)	CNAG_00289 | CNAG_00365 | CNAG_00484 | CNAG_01050 | CNAG_01247 | CNAG_01385 | CNAG_01489 | CNAG_01656 | CNAG_02715 | CNAG_02871 | CNAG_02892 | CNAG_03113 | CNAG_03158 | CNAG_03648 | CNAG_03832 | CNAG_03855 | CNAG_04320 | CNAG_04355 | CNAG_04383 | CNAG_05023 | CNAG_05148 | CNAG_05268 | CNAG_05851 | CNAG_05881 | CNAG_06379 | CNAG_06501 | CNAG_06918 | CNAG_07527 | CNAG_07570 | CNAG_07937	MetaCyc	
PWY-5313	superpathway of anthocyanin biosynthesis (from cyanidin and cyanidin 3-<i>O</i>-glucoside)	CNAG_00289 | CNAG_00365 | CNAG_00484 | CNAG_01050 | CNAG_01247 | CNAG_01385 | CNAG_01489 | CNAG_01656 | CNAG_02715 | CNAG_02871 | CNAG_02892 | CNAG_03113 | CNAG_03158 | CNAG_03648 | CNAG_03832 | CNAG_03855 | CNAG_04320 | CNAG_04355 | CNAG_04383 | CNAG_05023 | CNAG_05148 | CNAG_05268 | CNAG_05851 | CNAG_05881 | CNAG_06379 | CNAG_06501 | CNAG_06918 | CNAG_07527 | CNAG_07570 | CNAG_07937	MetaCyc	
PWY-5316	nicotine biosynthesis	CNAG_00076 | CNAG_00105 | CNAG_00141 | CNAG_00836 | CNAG_01097 | CNAG_01116 | CNAG_01257 | CNAG_01558 | CNAG_01615 | CNAG_01777 | CNAG_01794 | CNAG_01896 | CNAG_01914 | CNAG_01947 | CNAG_01952 | CNAG_01954 | CNAG_02181 | CNAG_02182 | CNAG_02473 | CNAG_02478 | CNAG_02553 | CNAG_02717 | CNAG_02779 | CNAG_03011 | CNAG_03400 | CNAG_03795 | CNAG_03983 | CNAG_04112 | CNAG_04209 | CNAG_04392 | CNAG_04657 | CNAG_04955 | CNAG_05095 | CNAG_05534 | CNAG_05979 | CNAG_06027 | CNAG_06764 | CNAG_07782 | CNAG_07801	MetaCyc	
PWY-5319	coumarin metabolism (to melilotic acid)	CNAG_06063	MetaCyc	
PWY-5320	kaempferol glycoside biosynthesis (Arabidopsis)	CNAG_01050 | CNAG_01385 | CNAG_02715 | CNAG_02871 | CNAG_02892 | CNAG_03113 | CNAG_03158 | CNAG_03648 | CNAG_03832 | CNAG_03855 | CNAG_04320 | CNAG_05148 | CNAG_05881 | CNAG_06501 | CNAG_06918 | CNAG_07527	MetaCyc	
PWY-5321	quercetin glycoside biosynthesis (Arabidopsis)	CNAG_01050 | CNAG_01385 | CNAG_02715 | CNAG_02871 | CNAG_02892 | CNAG_03113 | CNAG_03158 | CNAG_03648 | CNAG_03832 | CNAG_03855 | CNAG_04320 | CNAG_05148 | CNAG_05881 | CNAG_06501 | CNAG_06918 | CNAG_07527	MetaCyc	
PWY-5327	superpathway of L-lysine degradation	CNAG_00002 | CNAG_00105 | CNAG_00141 | CNAG_00289 | CNAG_00343 | CNAG_00365 | CNAG_00484 | CNAG_00524 | CNAG_00836 | CNAG_01044 | CNAG_01097 | CNAG_01116 | CNAG_01247 | CNAG_01257 | CNAG_01489 | CNAG_01558 | CNAG_01615 | CNAG_01656 | CNAG_01777 | CNAG_01794 | CNAG_01896 | CNAG_01914 | CNAG_01947 | CNAG_01952 | CNAG_01954 | CNAG_02006 | CNAG_02085 | CNAG_02181 | CNAG_02182 | CNAG_02226 | CNAG_02473 | CNAG_02478 | CNAG_02532 | CNAG_02553 | CNAG_02717 | CNAG_02918 | CNAG_03011 | CNAG_03170 | CNAG_03400 | CNAG_03562 | CNAG_03743 | CNAG_03983 | CNAG_04112 | CNAG_04209 | CNAG_04355 | CNAG_04383 | CNAG_04392 | CNAG_04657 | CNAG_04866 | CNAG_04955 | CNAG_05023 | CNAG_05029 | CNAG_05095 | CNAG_05115 | CNAG_05268 | CNAG_05396 | CNAG_05534 | CNAG_05802 | CNAG_05851 | CNAG_05979 | CNAG_06010 | CNAG_06018 | CNAG_06027 | CNAG_06379 | CNAG_06432 | CNAG_06764 | CNAG_07570 | CNAG_07712 | CNAG_07782 | CNAG_07801 | CNAG_07937	MetaCyc	
PWY-5328	superpathway of L-methionine salvage and degradation	CNAG_00231 | CNAG_00259 | CNAG_00409 | CNAG_00418 | CNAG_00434 | CNAG_00637 | CNAG_00690 | CNAG_00750 | CNAG_00874 | CNAG_00886 | CNAG_01104 | CNAG_01416 | CNAG_01546 | CNAG_02185 | CNAG_02317 | CNAG_02335 | CNAG_02383 | CNAG_02583 | CNAG_02782 | CNAG_02784 | CNAG_02829 | CNAG_02907 | CNAG_03068 | CNAG_03724 | CNAG_03762 | CNAG_03776 | CNAG_03863 | CNAG_03890 | CNAG_03994 | CNAG_04000 | CNAG_04031 | CNAG_04035 | CNAG_04188 | CNAG_04195 | CNAG_04447 | CNAG_04487 | CNAG_04571 | CNAG_04770 | CNAG_04777 | CNAG_04826 | CNAG_04905 | CNAG_05202 | CNAG_05217 | CNAG_05672 | CNAG_06022 | CNAG_06520 | CNAG_06566 | CNAG_06570 | CNAG_06891 | CNAG_06919	MetaCyc	
PWY-5337	stachyose biosynthesis	CNAG_02790 | CNAG_05430 | CNAG_06055	MetaCyc	
PWY-5338	galactosylcyclitol biosynthesis	CNAG_01050 | CNAG_01385 | CNAG_02715 | CNAG_02871 | CNAG_02892 | CNAG_03113 | CNAG_03158 | CNAG_03648 | CNAG_03832 | CNAG_03855 | CNAG_04320 | CNAG_05148 | CNAG_05881 | CNAG_06501 | CNAG_06918 | CNAG_07527	MetaCyc	
PWY-5339	chalcone 2'-<i>O</i>-glucoside biosynthesis	CNAG_01050 | CNAG_01385 | CNAG_02715 | CNAG_02871 | CNAG_02892 | CNAG_03113 | CNAG_03158 | CNAG_03648 | CNAG_03832 | CNAG_03855 | CNAG_04320 | CNAG_05148 | CNAG_05881 | CNAG_06501 | CNAG_06918 | CNAG_07527	MetaCyc	
PWY-5340	sulfate activation for sulfonation	CNAG_02202 | CNAG_03987 | CNAG_04215	MetaCyc	
PWY-5342	ajugose biosynthesis I (galactinol-dependent)	CNAG_01050 | CNAG_01385 | CNAG_02715 | CNAG_02871 | CNAG_02892 | CNAG_03113 | CNAG_03158 | CNAG_03648 | CNAG_03832 | CNAG_03855 | CNAG_04320 | CNAG_05148 | CNAG_05881 | CNAG_06501 | CNAG_06918 | CNAG_07527	MetaCyc	
PWY-5343	ajugose biosynthesis II (galactinol-independent)	CNAG_01050 | CNAG_01385 | CNAG_02715 | CNAG_02871 | CNAG_02892 | CNAG_03113 | CNAG_03158 | CNAG_03648 | CNAG_03832 | CNAG_03855 | CNAG_04320 | CNAG_05148 | CNAG_05881 | CNAG_06501 | CNAG_06918 | CNAG_07527	MetaCyc	
