Pathway Id	Map - Painted With Transformed Genes (new window)	Pathway	Unique Gene Count	Genes
"                     href=\""/fungidb/app/record/pathway/MetaCyc/ALL-CHORISMATE-PWY?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">ALL-CHORISMATE-PWY (decorated)</a>"""	superpathway of chorismate metabolism	39	CNAG_00138 | CNAG_00590 | CNAG_00719 | CNAG_00811 | CNAG_00820 | CNAG_00863 | CNAG_00993 | CNAG_01400 | CNAG_01634 | CNAG_01667 | CNAG_02475 | CNAG_02609 | CNAG_02786 | CNAG_02796 | CNAG_02996 | CNAG_03701 | CNAG_03808 | CNAG_03828 | CNAG_04010 | CNAG_04264 | CNAG_04375 | CNAG_04501 | CNAG_04561 | CNAG_04718 | CNAG_04731 | CNAG_04732 | CNAG_04764 | CNAG_04851 | CNAG_04951 | CNAG_05149 | CNAG_05623 | CNAG_05676 | CNAG_05820 | CNAG_05822 | CNAG_06072 | CNAG_06555 | CNAG_06679 | CNAG_06930 | CNAG_07389	
ALLANTOINDEG-PWY	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/ALLANTOINDEG-PWY?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">ALLANTOINDEG-PWY (decorated)</a>"""	superpathway of allantoin degradation in yeast	1	CNAG_01108	
AMMASSIM-PWY	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/AMMASSIM-PWY?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">AMMASSIM-PWY (decorated)</a>"""	ammonia assimilation cycle III	3	CNAG_00457 | CNAG_00710 | CNAG_04862	
ANAEROFRUCAT-PWY	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/ANAEROFRUCAT-PWY?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">ANAEROFRUCAT-PWY (decorated)</a>"""	homolactic fermentation	10	CNAG_01675 | CNAG_01820 | CNAG_02035 | CNAG_03072 | CNAG_03358 | CNAG_03916 | CNAG_04523 | CNAG_04676 | CNAG_06699 | CNAG_06770	
ANAGLYCOLYSIS-PWY	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/ANAGLYCOLYSIS-PWY?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">ANAGLYCOLYSIS-PWY (decorated)</a>"""	glycolysis III (from glucose)	10	CNAG_01675 | CNAG_01820 | CNAG_02035 | CNAG_03072 | CNAG_03358 | CNAG_03916 | CNAG_04523 | CNAG_04676 | CNAG_06699 | CNAG_06770	
ANAPHENOXI-PWY	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/ANAPHENOXI-PWY?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">ANAPHENOXI-PWY (decorated)</a>"""	L-phenylalanine degradation II (anaerobic)	4	CNAG_03808 | CNAG_03828 | CNAG_05820 | CNAG_06555	
ARABCAT-PWY	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/ARABCAT-PWY?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">ARABCAT-PWY (decorated)</a>"""	L-arabinose degradation I	1	CNAG_04631	
ARG+POLYAMINE-SYN	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/ARG+POLYAMINE-SYN?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">ARG+POLYAMINE-SYN (decorated)</a>"""	superpathway of arginine and polyamine biosynthesis	16	CNAG_00021 | CNAG_00622 | CNAG_00930 | CNAG_00976 | CNAG_01231 | CNAG_02812 | CNAG_02825 | CNAG_02826 | CNAG_02876 | CNAG_03476 | CNAG_04375 | CNAG_05134 | CNAG_05149 | CNAG_05753 | CNAG_06112 | CNAG_07373	
ARG-GLU-PWY	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/ARG-GLU-PWY?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">ARG-GLU-PWY (decorated)</a>"""	L-arginine degradation VII (arginase 3 pathway)	2	CNAG_03542 | CNAG_06272	
ARG-PRO-PWY	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/ARG-PRO-PWY?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">ARG-PRO-PWY (decorated)</a>"""	L-arginine degradation VI (arginase 2 pathway)	3	CNAG_03542 | CNAG_05899 | CNAG_06272	
ARGASEDEG-PWY	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/ARGASEDEG-PWY?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">ARGASEDEG-PWY (decorated)</a>"""	L-arginine degradation I (arginase pathway)	2	CNAG_03542 | CNAG_06272	
ARGDEG-PWY	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/ARGDEG-PWY?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">ARGDEG-PWY (decorated)</a>"""	"superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation"	9	CNAG_01076 | CNAG_01231 | CNAG_02366 | CNAG_02455 | CNAG_02852 | CNAG_04469 | CNAG_05029 | CNAG_06010 | CNAG_06018	
ARGDEG-V-PWY	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/ARGDEG-V-PWY?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">ARGDEG-V-PWY (decorated)</a>"""	L-arginine degradation X (arginine monooxygenase pathway)	3	CNAG_02365 | CNAG_06218 | CNAG_06482	
ARGDEGRAD-PWY	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/ARGDEGRAD-PWY?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">ARGDEGRAD-PWY (decorated)</a>"""	L-arginine degradation V (arginine deiminase pathway)	1	CNAG_02812	
ARGININE-SYN4-PWY	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/ARGININE-SYN4-PWY?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">ARGININE-SYN4-PWY (decorated)</a>"""	L-ornithine biosynthesis II	2	CNAG_04990 | CNAG_05386	
ARGORNPROST-PWY	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/ARGORNPROST-PWY?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">ARGORNPROST-PWY (decorated)</a>"""	"arginine, ornithine and proline interconversion"	2	CNAG_02812 | CNAG_05899	
ARGSPECAT-PWY	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/ARGSPECAT-PWY?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">ARGSPECAT-PWY (decorated)</a>"""	spermine biosynthesis	1	CNAG_00021	
ARGSYN-PWY	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/ARGSYN-PWY?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">ARGSYN-PWY (decorated)</a>"""	L-arginine biosynthesis I (via L-ornithine)	10	CNAG_00622 | CNAG_00930 | CNAG_00976 | CNAG_02812 | CNAG_02825 | CNAG_02826 | CNAG_05134 | CNAG_05753 | CNAG_06112 | CNAG_07373	
ARGSYNBSUB-PWY	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/ARGSYNBSUB-PWY?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">ARGSYNBSUB-PWY (decorated)</a>"""	L-arginine biosynthesis II (acetyl cycle)	11	CNAG_00622 | CNAG_00930 | CNAG_00976 | CNAG_01238 | CNAG_02812 | CNAG_02825 | CNAG_02826 | CNAG_05134 | CNAG_05753 | CNAG_06112 | CNAG_07373	
ARO-PWY	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/ARO-PWY?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">ARO-PWY (decorated)</a>"""	chorismate biosynthesis I	5	CNAG_01400 | CNAG_02796 | CNAG_03701 | CNAG_04951 | CNAG_05623	
ASPARAGINE-BIOSYNTHESIS	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/ASPARAGINE-BIOSYNTHESIS?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">ASPARAGINE-BIOSYNTHESIS (decorated)</a>"""	L-asparagine biosynthesis I	2	CNAG_05425 | CNAG_07579	
ASPARAGINE-DEG1-PWY	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/ASPARAGINE-DEG1-PWY?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">ASPARAGINE-DEG1-PWY (decorated)</a>"""	L-asparagine degradation I	1	CNAG_06008	
ASPARAGINE-DEG1-PWY-1	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/ASPARAGINE-DEG1-PWY-1?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">ASPARAGINE-DEG1-PWY-1 (decorated)</a>"""	L-asparagine degradation III (mammalian)	4	CNAG_05075 | CNAG_06008 | CNAG_06026 | CNAG_06088	
ASPARTATE-DEG1-PWY	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/ASPARTATE-DEG1-PWY?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">ASPARTATE-DEG1-PWY (decorated)</a>"""	L-aspartate degradation I	3	CNAG_05075 | CNAG_06026 | CNAG_06088	
ASPARTATESYN-PWY	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/ASPARTATESYN-PWY?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">ASPARTATESYN-PWY (decorated)</a>"""	L-aspartate biosynthesis	3	CNAG_05075 | CNAG_06026 | CNAG_06088	
ASPASN-PWY	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/ASPASN-PWY?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">ASPASN-PWY (decorated)</a>"""	superpathway of L-aspartate and L-asparagine biosynthesis	4	CNAG_05075 | CNAG_06008 | CNAG_06026 | CNAG_06088	
BENZCOA-PWY	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/BENZCOA-PWY?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">BENZCOA-PWY (decorated)</a>"""	anaerobic aromatic compound degradation (<i>Thauera aromatica</i>)	23	CNAG_00289 | CNAG_00365 | CNAG_00484 | CNAG_01247 | CNAG_01489 | CNAG_01656 | CNAG_03134 | CNAG_03808 | CNAG_03828 | CNAG_04308 | CNAG_04355 | CNAG_04383 | CNAG_04531 | CNAG_04553 | CNAG_05023 | CNAG_05268 | CNAG_05378 | CNAG_05820 | CNAG_05851 | CNAG_06379 | CNAG_06555 | CNAG_07570 | CNAG_07937	
BETA-ALA-DEGRADATION-I-PWY	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/BETA-ALA-DEGRADATION-I-PWY?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">BETA-ALA-DEGRADATION-I-PWY (decorated)</a>"""	&beta;-alanine degradation I	8	CNAG_01076 | CNAG_02366 | CNAG_02455 | CNAG_02852 | CNAG_04469 | CNAG_05029 | CNAG_06010 | CNAG_06018	
BETSYN-PWY	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/BETSYN-PWY?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">BETSYN-PWY (decorated)</a>"""	glycine betaine biosynthesis I (Gram-negative bacteria)	2	CNAG_05258 | CNAG_06081	
BIOTIN-BIOSYNTHESIS-PWY	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/BIOTIN-BIOSYNTHESIS-PWY?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">BIOTIN-BIOSYNTHESIS-PWY (decorated)</a>"""	biotin biosynthesis I	10	CNAG_00126 | CNAG_02752 | CNAG_04097 | CNAG_04228 | CNAG_04242 | CNAG_04926 | CNAG_05644 | CNAG_06621 | CNAG_06739 | CNAG_07802	
BRANCHED-CHAIN-AA-SYN-PWY	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/BRANCHED-CHAIN-AA-SYN-PWY?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">BRANCHED-CHAIN-AA-SYN-PWY (decorated)</a>"""	superpathway of branched chain amino acid biosynthesis	8	CNAG_00268 | CNAG_00992 | CNAG_05496 | CNAG_05497 | CNAG_05725 | CNAG_06370 | CNAG_06421 | CNAG_06540	
BSUBPOLYAMSYN-PWY	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/BSUBPOLYAMSYN-PWY?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">BSUBPOLYAMSYN-PWY (decorated)</a>"""	spermidine biosynthesis I	2	CNAG_00021 | CNAG_03476	
CALVIN-PWY	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/CALVIN-PWY?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">CALVIN-PWY (decorated)</a>"""	Calvin-Benson-Bassham cycle	11	CNAG_00057 | CNAG_00684 | CNAG_00827 | CNAG_01395 | CNAG_01675 | CNAG_02035 | CNAG_02230 | CNAG_03358 | CNAG_06770 | CNAG_06923 | CNAG_07445	
CAMALEXIN-SYN	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/CAMALEXIN-SYN?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">CAMALEXIN-SYN (decorated)</a>"""	camalexin biosynthesis	7	CNAG_00308 | CNAG_02282 | CNAG_03420 | CNAG_03960 | CNAG_04141 | CNAG_04375 | CNAG_05149	
CARNMET-PWY	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/CARNMET-PWY?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">CARNMET-PWY (decorated)</a>"""	L-carnitine degradation I	5	CNAG_00452 | CNAG_02562 | CNAG_03666 | CNAG_04688 | CNAG_06431	
CENTBENZCOA-PWY	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/CENTBENZCOA-PWY?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">CENTBENZCOA-PWY (decorated)</a>"""	benzoyl-CoA degradation II (anaerobic)	14	CNAG_00289 | CNAG_00365 | CNAG_00484 | CNAG_01247 | CNAG_01489 | CNAG_01656 | CNAG_04355 | CNAG_04383 | CNAG_05023 | CNAG_05268 | CNAG_05851 | CNAG_06379 | CNAG_07570 | CNAG_07937	
CENTFERM-PWY	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/CENTFERM-PWY?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">CENTFERM-PWY (decorated)</a>"""	pyruvate fermentation to butanoate	6	CNAG_00524 | CNAG_02918 | CNAG_03134 | CNAG_04308 | CNAG_04553 | CNAG_05378	
CHLOROPHYLL-SYN	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/CHLOROPHYLL-SYN?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">CHLOROPHYLL-SYN (decorated)</a>"""	"3,8-divinyl-chlorophyllide <i>a</i> biosynthesis I (aerobic, light-dependent)"	3	CNAG_02460 | CNAG_03187 | CNAG_06799	
CHOLINE-BETAINE-ANA-PWY	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/CHOLINE-BETAINE-ANA-PWY?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">CHOLINE-BETAINE-ANA-PWY (decorated)</a>"""	choline degradation I	2	CNAG_05258 | CNAG_06081	
CITRULBIO-PWY	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/CITRULBIO-PWY?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">CITRULBIO-PWY (decorated)</a>"""	L-citrulline biosynthesis	7	CNAG_02048 | CNAG_02049 | CNAG_02812 | CNAG_03542 | CNAG_04990 | CNAG_05386 | CNAG_06272	
CITRULLINE-DEG-PWY	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/CITRULLINE-DEG-PWY?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">CITRULLINE-DEG-PWY (decorated)</a>"""	L-citrulline degradation	1	CNAG_02812	
COA-PWY	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/COA-PWY?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">COA-PWY (decorated)</a>"""	coenzyme A biosynthesis I	5	CNAG_00909 | CNAG_02222 | CNAG_02787 | CNAG_03738 | CNAG_07348	
COA-PWY-1	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/COA-PWY-1?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">COA-PWY-1 (decorated)</a>"""	coenzyme A biosynthesis II (mammalian)	43	CNAG_00437 | CNAG_00677 | CNAG_00855 | CNAG_00909 | CNAG_01143 | CNAG_01217 | CNAG_01251 | CNAG_01692 | CNAG_01733 | CNAG_01746 | CNAG_02172 | CNAG_02216 | CNAG_02219 | CNAG_02787 | CNAG_02866 | CNAG_03149 | CNAG_03376 | CNAG_03527 | CNAG_03607 | CNAG_03698 | CNAG_03738 | CNAG_03807 | CNAG_03823 | CNAG_03839 | CNAG_04159 | CNAG_04303 | CNAG_04328 | CNAG_04668 | CNAG_04724 | CNAG_05034 | CNAG_05195 | CNAG_05355 | CNAG_05359 | CNAG_05469 | CNAG_05537 | CNAG_05896 | CNAG_06223 | CNAG_06376 | CNAG_06639 | CNAG_06892 | CNAG_07348 | CNAG_07506 | CNAG_07769	
CODH-PWY	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/CODH-PWY?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">CODH-PWY (decorated)</a>"""	reductive acetyl coenzyme A pathway I (homoacetogenic bacteria)	3	CNAG_00760 | CNAG_05140 | CNAG_07746	
COLANSYN-PWY	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/COLANSYN-PWY?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">COLANSYN-PWY (decorated)</a>"""	colanic acid building blocks biosynthesis	14	CNAG_00697 | CNAG_00831 | CNAG_01813 | CNAG_02748 | CNAG_03096 | CNAG_03320 | CNAG_03532 | CNAG_03916 | CNAG_04312 | CNAG_04744 | CNAG_04969 | CNAG_05351 | CNAG_06050 | CNAG_06313	
COMPLETE-ARO-PWY	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/COMPLETE-ARO-PWY?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">COMPLETE-ARO-PWY (decorated)</a>"""	superpathway of aromatic amino acid biosynthesis	15	CNAG_00811 | CNAG_00820 | CNAG_01400 | CNAG_02796 | CNAG_03701 | CNAG_03808 | CNAG_03828 | CNAG_04501 | CNAG_04951 | CNAG_05623 | CNAG_05676 | CNAG_05820 | CNAG_06072 | CNAG_06555 | CNAG_06679	
CYANCAT-PWY	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/CYANCAT-PWY?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">CYANCAT-PWY (decorated)</a>"""	cyanate degradation	3	CNAG_01348 | CNAG_02805 | CNAG_05144	
CYCLOHEXANOL-OXIDATION-PWY	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/CYCLOHEXANOL-OXIDATION-PWY?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">CYCLOHEXANOL-OXIDATION-PWY (decorated)</a>"""	cyclohexanol degradation	16	CNAG_00005 | CNAG_00331 | CNAG_00488 | CNAG_01512 | CNAG_02012 | CNAG_02312 | CNAG_03560 | CNAG_03564 | CNAG_03697 | CNAG_04152 | CNAG_04410 | CNAG_04869 | CNAG_05677 | CNAG_06504 | CNAG_06922 | CNAG_07544	
CYSTSYN-PWY	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/CYSTSYN-PWY?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">CYSTSYN-PWY (decorated)</a>"""	L-cysteine biosynthesis I	2	CNAG_05028 | CNAG_05611	
DAPLYSINESYN-PWY	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/DAPLYSINESYN-PWY?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">DAPLYSINESYN-PWY (decorated)</a>"""	L-lysine biosynthesis I	2	CNAG_00256 | CNAG_04347	
DARABITOLUTIL-PWY	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/DARABITOLUTIL-PWY?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">DARABITOLUTIL-PWY (decorated)</a>"""	D-arabitol degradation	1	CNAG_05243	
DENOVOPURINE2-PWY	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/DENOVOPURINE2-PWY?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">DENOVOPURINE2-PWY (decorated)</a>"""	superpathway of purine nucleotides <i>de novo</i> biosynthesis II	35	CNAG_00441 | CNAG_00448 | CNAG_00700 | CNAG_00894 | CNAG_00990 | CNAG_01204 | CNAG_01364 | CNAG_01586 | CNAG_01877 | CNAG_01915 | CNAG_02007 | CNAG_02208 | CNAG_02285 | CNAG_02326 | CNAG_02485 | CNAG_02663 | CNAG_02762 | CNAG_02853 | CNAG_02858 | CNAG_02916 | CNAG_02961 | CNAG_03270 | CNAG_04192 | CNAG_04256 | CNAG_04439 | CNAG_04577 | CNAG_05162 | CNAG_05597 | CNAG_05688 | CNAG_05750 | CNAG_05788 | CNAG_05918 | CNAG_06314 | CNAG_06767 | CNAG_07487	
DETOX1-PWY	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/DETOX1-PWY?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">DETOX1-PWY (decorated)</a>"""	superoxide radicals degradation	7	CNAG_00575 | CNAG_01019 | CNAG_02421 | CNAG_04388 | CNAG_04981 | CNAG_05015 | CNAG_05256	
DETOX1-PWY-1	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/MetaCyc/DETOX1-PWY-1?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">DETOX1-PWY-1 (decorated)</a>"""	reactive oxygen species degradation	9	CNAG_00575 | CNAG_01019 | CNAG_02421 | CNAG_02503 | CNAG_04388 | CNAG_04981 | CNAG_05015 | CNAG_05256 | CNAG_06287	
